16943.050162522202, 0.0001025392036352264
17955.672711866646, 0.00011307147459142528
19589.20480124804, 0.0001282162366389344
21683.753109874287, 0.00014538734949229374
24002.258065116912, 0.00016717834268482293
26957.04408708913, 0.0001949381493921169
29839.388300192582, 0.00022415593141511894
33512.75133188779, 0.0002613768131899091
37096.05536754448, 0.0003005525762586778
41662.746783533716, 0.0003553915364668572
47475.61378997416, 0.000414397883352473
53320.07557480253, 0.00048320826247833925
59884.01691613393, 0.0005713746625410888
66287.03161826427, 0.0006570136223632188
75535.526467888, 0.0007768812222830629
84834.28982440708, 0.0009058816192170241
96670.53400910401, 0.0010711534671833923
111768.47561598966, 0.0012843854437650537
127362.62949268764, 0.001540087613210217
143041.54254851973, 0.001795817714181571
165381.67833956698, 0.002183613300694084
191210.88211932863, 0.002692520468790577
221074.0742743119, 0.0032285141234220435
263128.6073895934, 0.004036853828294028
308670.97824640456, 0.005047655810953776
362095.8350245909, 0.006223957813577864
418647.72882899386, 0.007674497038747971
498286.35146472853, 0.009462817267755053
576108.3922244711, 0.011346557825809941
685700.4804796207, 0.013796370821500337
804381.705940063, 0.016312944453967894
971392.9741087719, 0.019287995863004347
1139521.9339867854, 0.02248975891838378
1356291.1913759375, 0.025858677938107547
1661836.277538743, 0.02973138102556025
2006878.1676649584, 0.03371012953233658
2494932.6331577376, 0.03768974555492018
3147017.5123925204, 0.04333304614673549
3912343.4672282417, 0.04711317775055406
4863789.71368569, 0.05122306680769823
6046619.009070423, 0.05569147950660276
7738476.395010418, 0.05970756771999129
10048490.825728616, 0.06491326161027429
12860080.806105625, 0.0695943616125596
16458359.887846554, 0.07255629105489354
21683753.10987424, 0.07670667259230465
28568165.487569846, 0.07996895324635067
36561601.440851785, 0.08337242432654592
46791618.47131285, 0.08692074681373699
58170913.29374334, 0.08812469241339485
70248758.83396003, 0.08688502400990414
84834289.8244069, 0.08330146346911611
100972167.87475258, 0.07875840462990058
120179926.14106846, 0.07446311314982915
140980700.40943584, 0.06751222726366793
167799211.5959966, 0.06294437303381238
199719361.09315512, 0.05706788571063119
237711624.60223326, 0.05320669206175117
291263265.4908732, 0.048237898361328135
346669765.25371736, 0.045607120924664526
412616146.21578264, 0.04252135870542022
491107391.4777683, 0.04020234741225448
576108392.2244723, 0.0369625956673508
685700480.4796208, 0.03351176735018928
828070335.466508, 0.031243913928376842
971392974.1087699, 0.030377756247824534
