1.031843835555451278e+03	4.278184245290915164e-04
1.093797008860139158e+03	4.851630399985646714e-04
1.142747659814651797e+03	5.501941054542950878e-04
1.211332931596892422e+03	6.152822054864093369e-04
1.302824317336016748e+03	6.880702440016734029e-04
1.381047492138460939e+03	7.802989122776937247e-04
1.485455571189459988e+03	9.099736811654956549e-04
1.644932814874267933e+03	1.091280178794824026e-03
1.875273136471329508e+03	1.327130118339934139e-03
2.137820938652302630e+03	1.591552396296836043e-03
2.472844699826703618e+03	1.935522298567056562e-03
2.860307895249466583e+03	2.321162868508812923e-03
3.308481626929421509e+03	2.783639881665457734e-03
3.771685926512652259e+03	3.338262513124056960e-03
4.362660960779900051e+03	4.003390194230828369e-03
5.120303474024018215e+03	4.937134538715961737e-03
6.009654626161469423e+03	6.174357982113241536e-03
6.951290785117547784e+03	7.404559738512222523e-03
8.158668140766389115e+03	9.260108706174250554e-03
9.715881932055021025e+03	1.158064979936181821e-02
1.174040445775069384e+04	1.510285944261092680e-02
1.377960824401657192e+04	1.888756727631559981e-02
1.714253895053748056e+04	2.533039030158196203e-02
2.132572700063939556e+04	3.349947001636837535e-02
2.614709214952461843e+04	4.430308724092091310e-02
3.348876376248837914e+04	6.109975287862794147e-02
4.352142734029222629e+04	8.665318337473482124e-02
5.493518009995824832e+04	1.162118405004436555e-01
6.542044786702579586e+04	1.453339987766668340e-01
7.905052693519658351e+04	1.869061846437295449e-01
9.692029950088789337e+04	2.437529745338202491e-01
1.171080787520547747e+05	3.048363604788781878e-01
1.435777887966130802e+05	3.920335334978417019e-01
1.786102536282781512e+05	5.112690095796081913e-01
2.126868435617156210e+05	6.131361244115096643e-01
2.424427071777292003e+05	6.953206524002768507e-01
2.804056575565933599e+05	7.885211626021607634e-01
3.387672646843520342e+05	9.067997273628478627e-01
3.975204829384758486e+05	9.861209768944400045e-01
4.664428470939512481e+05	1.042820135393385472e+00
5.393857814906411804e+05	1.057497162952059977e+00
6.146992465054921340e+05	1.028346810639318765e+00
6.904557757379135583e+05	1.028346810639318765e+00
7.868628719105836935e+05	9.999999999999990008e-01
8.967311172531817574e+05	9.724345810712461402e-01
1.036871653187530348e+06	9.325046075221889996e-01
1.181622125690294662e+06	8.942142329946645152e-01
1.366285236828171648e+06	8.574961325016390301e-01
1.602925305195449851e+06	8.222857455453358444e-01
1.880592797145530349e+06	7.996190944902367148e-01
2.174538510915530846e+06	7.775772591671833434e-01
2.551223970005698502e+06	7.561430162687684531e-01
2.993226928974266164e+06	7.456484898748673151e-01
3.461159016369262245e+06	7.352996172552690446e-01
3.944434414860063698e+06	7.150307752674757156e-01
4.495089593398263678e+06	6.856702809998413972e-01
5.122505004332883283e+06	6.483897120685934157e-01
5.753176639630983584e+06	6.046263939739497939e-01
6.276459471673063934e+06	5.638168982102350624e-01
6.847186790071671829e+06	5.184647944410745168e-01
7.578785626566890627e+06	4.636185984958624551e-01
8.148692343548181467e+06	4.263262100359888063e-01
8.761261554841572419e+06	3.865924910282711457e-01
9.557724735778458416e+06	3.505619654649608230e-01
1.042590275845829584e+07	3.048363604788781878e-01
1.153936656623628736e+07	2.650749819557836617e-01
1.240627908387270011e+07	2.337440237878304072e-01
1.353290783554447442e+07	2.004345963934359154e-01
1.476249791583630815e+07	1.767439111817289965e-01
1.587120321608626284e+07	1.536902913868034570e-01
1.731286744126638770e+07	1.336436741080920532e-01
1.861311269813892618e+07	1.162118405004436555e-01
2.001145118557428196e+07	1.024759975835605325e-01
2.151389343656396121e+07	8.787277160215055394e-02
2.380995591578629613e+07	7.327349199848137706e-02
2.635164573434763402e+07	6.195969288783147871e-02
2.874466958440589532e+07	5.313019702230485641e-02
3.135362435361678153e+07	4.430308724092091310e-02
3.322221661772268265e+07	3.852440710328686874e-02
3.676784564472658187e+07	3.212391943672168043e-02
3.952921472856897116e+07	2.793383096314739494e-02
4.311700804052322358e+07	2.329287334684478419e-02
4.635521715784095973e+07	2.025466375603526825e-02
5.056367412066302449e+07	1.712724085671045102e-02
5.436234727843806893e+07	1.510285944261092680e-02
5.844253640840619802e+07	1.277090128052929194e-02
6.468122077580004185e+07	1.079900929600581365e-02
7.055033237926198542e+07	8.879871410117163438e-03
7.695369790029592812e+07	7.404559738512222523e-03
8.516843089457865059e+07	6.261258128346429419e-03
9.562888172928552330e+07	4.937134538715961737e-03
1.105273953745541573e+08	3.630273136655617211e-03
1.277526571977881640e+08	2.745005679430265102e-03
1.519988757330465913e+08	1.935522298567056562e-03
1.808388188109427094e+08	1.327130118339934139e-03
2.214936317732916474e+08	9.099736811654956549e-04
2.673696482261726856e+08	6.152822054864093369e-04
3.090449737533975840e+08	4.717893175522574578e-04
3.676906146010063291e+08	3.280448560759171781e-04
4.503321772800371051e+08	2.187303021888971030e-04
5.358126799033558965e+08	1.563988975486165953e-04
